	mean_flush	mean_caudate	detect_flush	detect_caudate	pval	qval	Gene	Ctype	dir
RPS201	4.660	4.133	0.998	0.994	1.08E-04	4.40E-03	RPS20	gdTcells2	1
EIF3H1	0.388	0.243	0.379	0.212	1.28E-04	5.17E-03	EIF3H	gdTcells2	1
RALY	0.577	0.418	0.543	0.359	1.28E-04	5.17E-03	RALY	gdTcells2	1
HSPA1A1	0.121	0.018	0.114	0.018	1.34E-04	5.38E-03	HSPA1A	gdTcells2	1
LITAF1	0.324	0.169	0.300	0.153	1.34E-04	5.38E-03	LITAF	gdTcells2	1
GPS2	0.013	0.065	0.013	0.065	1.36E-04	5.44E-03	GPS2	gdTcells2	-1
RBP41	0.267	0.117	0.256	0.112	1.45E-04	5.77E-03	RBP4	gdTcells2	1
ARF11	0.420	0.255	0.412	0.241	1.53E-04	6.09E-03	ARF1	gdTcells2	1
LSP1	0.597	0.409	0.546	0.388	1.55E-04	6.13E-03	LSP1	gdTcells2	1
EIF5B2	0.201	0.366	0.201	0.335	1.59E-04	6.29E-03	EIF5B	gdTcells2	-1
STOM	0.203	0.080	0.203	0.076	1.68E-04	6.62E-03	STOM	gdTcells2	1
GRPEL2	0.000	0.023	0.000	0.024	1.74E-04	6.82E-03	GRPEL2	gdTcells2	-1
LAMP1	0.213	0.086	0.211	0.082	1.74E-04	6.82E-03	LAMP1	gdTcells2	1
GGH	0.146	0.041	0.146	0.041	1.77E-04	6.89E-03	GGH	gdTcells2	1
NFE2L21	0.114	0.018	0.112	0.018	1.77E-04	6.89E-03	NFE2L2	gdTcells2	1
FAM46C1	0.089	0.006	0.089	0.006	1.91E-04	7.41E-03	FAM46C	gdTcells2	1
RBBP6	0.160	0.047	0.157	0.047	1.93E-04	7.46E-03	RBBP6	gdTcells2	1
PSMC5	0.242	0.116	0.241	0.112	1.96E-04	7.52E-03	PSMC5	gdTcells2	1
APOB1	0.017	0.074	0.017	0.071	2.00E-04	7.67E-03	APOB	gdTcells2	-1
VPS511	0.158	0.052	0.157	0.047	2.03E-04	7.74E-03	VPS51	gdTcells2	1
JUN2	0.321	0.158	0.263	0.124	2.04E-04	7.75E-03	JUN	gdTcells2	1
EIF3E1	0.400	0.260	0.392	0.241	2.06E-04	7.82E-03	EIF3E	gdTcells2	1
GPAA1	0.231	0.113	0.231	0.106	2.12E-04	8.03E-03	GPAA1	gdTcells2	1
ADH1B	0.089	0.006	0.087	0.006	2.18E-04	8.19E-03	ADH1B	gdTcells2	1
POLA1	0.012	0.065	0.012	0.059	2.18E-04	8.19E-03	POLA1	gdTcells2	-1
NAP1L1	0.803	0.627	0.712	0.500	2.19E-04	8.21E-03	NAP1L1	gdTcells2	1
HIST1H2BC	0.012	0.071	0.012	0.059	2.22E-04	8.31E-03	HIST1H2BC	gdTcells2	-1
MAPKAPK3	0.097	0.012	0.097	0.012	2.34E-04	8.71E-03	MAPKAPK3	gdTcells2	1
S100A81	0.135	0.024	0.119	0.024	2.41E-04	8.93E-03	S100A8	gdTcells2	1
RP11-544A12.8	0.012	0.060	0.012	0.059	2.42E-04	8.93E-03	RP11-544A12.8	gdTcells2	-1
GLRX3	0.137	0.035	0.137	0.035	2.42E-04	8.93E-03	GLRX3	gdTcells2	1
ARPC5	0.699	0.533	0.643	0.465	2.44E-04	8.97E-03	ARPC5	gdTcells2	1
SURF4	0.205	0.082	0.204	0.082	2.51E-04	9.21E-03	SURF4	gdTcells2	1
ECH1	0.270	0.135	0.266	0.129	2.52E-04	9.23E-03	ECH1	gdTcells2	1
GNAI2	0.456	0.298	0.441	0.265	2.54E-04	9.23E-03	GNAI2	gdTcells2	1
GZMB1	0.583	0.247	0.256	0.124	2.55E-04	9.23E-03	GZMB	gdTcells2	1
UQCR111	0.686	1.002	0.633	0.724	2.54E-04	9.23E-03	UQCR11	gdTcells2	-1
GHITM	0.268	0.142	0.266	0.129	2.57E-04	9.28E-03	GHITM	gdTcells2	1
ATP5I2	0.545	0.836	0.519	0.629	2.58E-04	9.29E-03	ATP5I	gdTcells2	-1
HMHA1	0.196	0.076	0.194	0.076	2.60E-04	9.31E-03	HMHA1	gdTcells2	1
KHDRBS1	0.359	0.215	0.352	0.206	2.63E-04	9.40E-03	KHDRBS1	gdTcells2	1
RUNX31	0.429	0.256	0.409	0.253	2.64E-04	9.42E-03	RUNX3	gdTcells2	1
H2AFZ1	2.648	2.284	0.966	0.906	2.78E-04	9.89E-03	H2AFZ	gdTcells2	1
LRRC59	0.127	0.030	0.127	0.029	2.84E-04	1.01E-02	LRRC59	gdTcells2	1
ACTR3	0.486	0.322	0.471	0.306	2.91E-04	1.02E-02	ACTR3	gdTcells2	1
LONRF1	0.002	0.029	0.002	0.029	2.90E-04	1.02E-02	LONRF1	gdTcells2	-1
FAM21C	0.002	0.032	0.002	0.029	2.90E-04	1.02E-02	FAM21C	gdTcells2	-1
FOSB2	0.181	0.077	0.181	0.065	2.91E-04	1.02E-02	FOSB	gdTcells2	1
CP1	0.003	0.035	0.003	0.035	2.95E-04	1.03E-02	CP	gdTcells2	-1
HIST1H2BK	0.003	0.041	0.003	0.035	2.97E-04	1.03E-02	HIST1H2BK	gdTcells2	-1
CLPTM1	0.134	0.035	0.134	0.035	2.97E-04	1.03E-02	CLPTM1	gdTcells2	1
TRIM66	0.002	0.029	0.002	0.029	3.01E-04	1.04E-02	TRIM66	gdTcells2	-1
HIST1H3B	0.003	0.041	0.003	0.035	3.05E-04	1.05E-02	HIST1H3B	gdTcells2	-1
JCHAIN1	0.106	0.018	0.106	0.018	3.06E-04	1.05E-02	JCHAIN	gdTcells2	1
CD160	0.533	0.350	0.472	0.306	3.13E-04	1.07E-02	CD160	gdTcells2	1
DNTTIP2	0.072	0.000	0.072	0.000	3.22E-04	1.10E-02	DNTTIP2	gdTcells2	1
AMBP2	0.314	0.166	0.303	0.159	3.30E-04	1.13E-02	AMBP	gdTcells2	1
TAGAP1	0.136	0.035	0.132	0.035	3.39E-04	1.15E-02	TAGAP	gdTcells2	1
KDELR2	0.319	0.177	0.313	0.171	3.39E-04	1.15E-02	KDELR2	gdTcells2	1
TNFAIP31	0.104	0.018	0.104	0.018	3.50E-04	1.18E-02	TNFAIP3	gdTcells2	1
ABRACL	0.463	0.321	0.447	0.282	3.56E-04	1.20E-02	ABRACL	gdTcells2	1
MARCKSL11	0.096	0.012	0.094	0.012	3.69E-04	1.24E-02	MARCKSL1	gdTcells2	1
CYTIP2	0.134	0.035	0.132	0.035	3.74E-04	1.25E-02	CYTIP	gdTcells2	1
HIST1H3G	0.010	0.064	0.010	0.053	3.74E-04	1.25E-02	HIST1H3G	gdTcells2	-1
RPL241	1.976	1.764	0.983	0.918	3.77E-04	1.26E-02	RPL24	gdTcells2	1
OLA1	0.121	0.029	0.121	0.029	3.93E-04	1.31E-02	OLA1	gdTcells2	1
PFDN5	0.907	0.737	0.772	0.565	3.98E-04	1.32E-02	PFDN5	gdTcells2	1
RAB30-AS1	0.010	0.053	0.010	0.053	4.03E-04	1.33E-02	RAB30-AS1	gdTcells2	-1
HIST1H4E1	0.010	0.053	0.010	0.053	4.19E-04	1.38E-02	HIST1H4E	gdTcells2	-1
GPSM31	0.461	0.312	0.454	0.282	4.36E-04	1.43E-02	GPSM3	gdTcells2	1
GSTK1	0.267	0.135	0.265	0.129	4.42E-04	1.45E-02	GSTK1	gdTcells2	1
FCGR3A1	0.193	0.071	0.174	0.065	4.47E-04	1.46E-02	FCGR3A	gdTcells2	1
LASP1	0.219	0.100	0.219	0.100	4.50E-04	1.47E-02	LASP1	gdTcells2	1
SQSTM1	0.238	0.115	0.228	0.106	4.53E-04	1.47E-02	SQSTM1	gdTcells2	1
MAFF	0.101	0.018	0.101	0.018	4.68E-04	1.52E-02	MAFF	gdTcells2	1
HMGXB4	0.060	0.141	0.060	0.141	5.15E-04	1.67E-02	HMGXB4	gdTcells2	-1
IGHG3	0.079	0.006	0.079	0.006	5.29E-04	1.71E-02	IGHG3	gdTcells2	1
RCN2	0.149	0.052	0.147	0.047	5.31E-04	1.71E-02	RCN2	gdTcells2	1
PTCH2	0.013	0.065	0.013	0.059	5.61E-04	1.80E-02	PTCH2	gdTcells2	-1
APOLD1	0.059	0.140	0.059	0.141	5.64E-04	1.80E-02	APOLD1	gdTcells2	-1
HSPD1	0.319	0.195	0.313	0.171	5.74E-04	1.83E-02	HSPD1	gdTcells2	1
CABIN1	0.047	0.122	0.047	0.118	5.79E-04	1.84E-02	CABIN1	gdTcells2	-1
RHEB	0.416	0.279	0.404	0.259	5.87E-04	1.86E-02	RHEB	gdTcells2	1
CES11	0.047	0.138	0.047	0.118	5.99E-04	1.90E-02	CES1	gdTcells2	-1
MAP3K8	0.191	0.077	0.186	0.076	6.36E-04	2.00E-02	MAP3K8	gdTcells2	1
DCXR	0.320	0.188	0.317	0.182	6.34E-04	2.00E-02	DCXR	gdTcells2	1
CCNG1	0.129	0.035	0.127	0.035	6.47E-04	2.03E-02	CCNG1	gdTcells2	1
RPS101	2.193	1.963	0.978	0.906	6.47E-04	2.03E-02	RPS10	gdTcells2	1
ZC3H12A	0.077	0.006	0.077	0.006	6.62E-04	2.07E-02	ZC3H12A	gdTcells2	1
ARL6IP4	0.614	0.490	0.578	0.447	6.65E-04	2.07E-02	ARL6IP4	gdTcells2	1
MGST11	0.159	0.053	0.156	0.053	6.81E-04	2.11E-02	MGST1	gdTcells2	1
BSG1	0.439	0.300	0.425	0.276	7.01E-04	2.17E-02	BSG	gdTcells2	1
PTPN6	0.331	0.195	0.318	0.182	7.31E-04	2.26E-02	PTPN6	gdTcells2	1
RNPEPL11	0.194	0.088	0.194	0.082	7.63E-04	2.35E-02	RNPEPL1	gdTcells2	1
RANBP1	0.632	0.453	0.558	0.382	7.62E-04	2.35E-02	RANBP1	gdTcells2	1
TUBB4B1	0.955	0.726	0.685	0.506	7.73E-04	2.37E-02	TUBB4B	gdTcells2	1
TMED2	0.276	0.150	0.271	0.147	7.78E-04	2.38E-02	TMED2	gdTcells2	1
FKBP8	0.283	0.157	0.281	0.147	7.87E-04	2.40E-02	FKBP8	gdTcells2	1
ZFAND51	0.161	0.059	0.159	0.059	7.92E-04	2.41E-02	ZFAND5	gdTcells2	1
RBMX	0.503	0.763	0.472	0.571	7.96E-04	2.42E-02	RBMX	gdTcells2	-1
MPC2	0.262	0.141	0.260	0.141	8.03E-04	2.43E-02	MPC2	gdTcells2	1
RPS8	4.417	5.115	0.998	0.988	8.49E-04	2.56E-02	RPS8	gdTcells2	-1
DNAJC21	0.039	0.112	0.037	0.100	8.52E-04	2.57E-02	DNAJC21	gdTcells2	-1
SRP9	0.469	0.343	0.456	0.306	8.62E-04	2.58E-02	SRP9	gdTcells2	1
WHSC1L1	0.116	0.029	0.114	0.029	8.62E-04	2.58E-02	WHSC1L1	gdTcells2	1
EIF4G2	0.348	0.211	0.342	0.194	8.67E-04	2.59E-02	EIF4G2	gdTcells2	1
APOH1	0.161	0.065	0.157	0.059	8.71E-04	2.60E-02	APOH	gdTcells2	1
ICAM32	0.360	0.224	0.352	0.218	8.76E-04	2.60E-02	ICAM3	gdTcells2	1
GTF2IRD2B	0.007	0.041	0.007	0.041	8.79E-04	2.61E-02	GTF2IRD2B	gdTcells2	-1
RP13-1032I1.7	0.012	0.053	0.012	0.053	8.91E-04	2.64E-02	RP13-1032I1.7	gdTcells2	-1
CYB561A3	0.074	0.006	0.074	0.006	8.98E-04	2.65E-02	CYB561A3	gdTcells2	1
PRDX6	0.280	0.155	0.278	0.147	9.29E-04	2.72E-02	PRDX6	gdTcells2	1
NUP153	0.027	0.086	0.027	0.082	9.27E-04	2.72E-02	NUP153	gdTcells2	-1
TSC22D32	0.125	0.042	0.126	0.035	9.29E-04	2.72E-02	TSC22D3	gdTcells2	1
YWHAH	0.493	0.364	0.472	0.353	9.37E-04	2.74E-02	YWHAH	gdTcells2	1
RAB8A	0.185	0.077	0.183	0.076	9.56E-04	2.79E-02	RAB8A	gdTcells2	1
HIST1H2AJ	0.023	0.082	0.023	0.076	9.61E-04	2.80E-02	HIST1H2AJ	gdTcells2	-1
RPL261	4.229	3.909	1.000	0.971	9.73E-04	2.82E-02	RPL26	gdTcells2	1
CARHSP1	0.705	0.594	0.662	0.488	9.87E-04	2.86E-02	CARHSP1	gdTcells2	1
SH2D1A1	0.528	0.398	0.491	0.347	1.00E-03	2.88E-02	SH2D1A	gdTcells2	1
PTAR1	0.023	0.079	0.023	0.076	1.00E-03	2.88E-02	PTAR1	gdTcells2	-1
IMPDH2	0.226	0.111	0.223	0.112	1.02E-03	2.92E-02	IMPDH2	gdTcells2	1
ARRB2	0.168	0.070	0.168	0.071	1.02E-03	2.93E-02	ARRB2	gdTcells2	1
TMEM223	0.040	0.106	0.040	0.106	1.03E-03	2.93E-02	TMEM223	gdTcells2	-1
JPX	0.059	0.148	0.059	0.135	1.05E-03	3.00E-02	JPX	gdTcells2	-1
ENSA	0.364	0.235	0.362	0.218	1.06E-03	3.03E-02	ENSA	gdTcells2	1
FUS1	0.764	0.594	0.655	0.500	1.10E-03	3.13E-02	FUS	gdTcells2	1
BRK1	0.545	0.406	0.529	0.371	1.13E-03	3.21E-02	BRK1	gdTcells2	1
IFRD11	0.134	0.042	0.132	0.041	1.14E-03	3.21E-02	IFRD1	gdTcells2	1
RHOC	0.597	0.430	0.548	0.382	1.14E-03	3.22E-02	RHOC	gdTcells2	1
CCL4	1.589	1.535	0.750	0.612	1.14E-03	3.22E-02	CCL4	gdTcells2	1
RP4-594I10.3	0.000	0.018	0.000	0.018	1.16E-03	3.22E-02	RP4-594I10.3	gdTcells2	-1
HPDL	0.000	0.018	0.000	0.018	1.16E-03	3.22E-02	HPDL	gdTcells2	-1
NAV2	0.000	0.018	0.000	0.018	1.16E-03	3.22E-02	NAV2	gdTcells2	-1
SDSL	0.000	0.018	0.000	0.018	1.16E-03	3.22E-02	SDSL	gdTcells2	-1
CACNB1	0.000	0.018	0.000	0.018	1.16E-03	3.22E-02	CACNB1	gdTcells2	-1
IGLC7	0.000	0.018	0.000	0.018	1.16E-03	3.22E-02	IGLC7	gdTcells2	-1
HSPA51	0.193	0.094	0.189	0.082	1.17E-03	3.23E-02	HSPA5	gdTcells2	1
PPFIA1	0.015	0.059	0.015	0.059	1.18E-03	3.27E-02	PPFIA1	gdTcells2	-1
EIF3I	0.288	0.165	0.286	0.165	1.20E-03	3.30E-02	EIF3I	gdTcells2	1
CPS1	0.005	0.038	0.005	0.035	1.20E-03	3.30E-02	CPS1	gdTcells2	-1
COPZ1	0.178	0.077	0.178	0.076	1.20E-03	3.30E-02	COPZ1	gdTcells2	1
TADA3	0.213	0.105	0.209	0.106	1.23E-03	3.37E-02	TADA3	gdTcells2	1
ACADS	0.091	0.017	0.090	0.018	1.24E-03	3.37E-02	ACADS	gdTcells2	1
CDK2AP2	0.396	0.264	0.379	0.241	1.24E-03	3.39E-02	CDK2AP2	gdTcells2	1
HIST1H2AL	0.005	0.035	0.005	0.035	1.26E-03	3.40E-02	HIST1H2AL	gdTcells2	-1
FOXK2	0.005	0.035	0.005	0.035	1.26E-03	3.40E-02	FOXK2	gdTcells2	-1
ATP5L2	0.015	0.059	0.015	0.059	1.26E-03	3.40E-02	ATP5L2	gdTcells2	-1
CSRNP11	0.070	0.006	0.070	0.006	1.27E-03	3.42E-02	CSRNP1	gdTcells2	1
ZFAND6	0.134	0.047	0.134	0.047	1.27E-03	3.42E-02	ZFAND6	gdTcells2	1
SPCS1	0.364	0.237	0.362	0.224	1.30E-03	3.48E-02	SPCS1	gdTcells2	1
DDX46	0.197	0.360	0.194	0.306	1.31E-03	3.52E-02	DDX46	gdTcells2	-1
SHMT1	0.156	0.059	0.156	0.059	1.32E-03	3.52E-02	SHMT1	gdTcells2	1
LBH	0.253	0.135	0.246	0.129	1.35E-03	3.59E-02	LBH	gdTcells2	1
PTGES3	0.521	0.389	0.504	0.371	1.35E-03	3.60E-02	PTGES3	gdTcells2	1
ZSCAN16-AS1	0.100	0.191	0.101	0.188	1.39E-03	3.69E-02	ZSCAN16-AS1	gdTcells2	-1
DHCR241	0.032	0.089	0.032	0.088	1.39E-03	3.69E-02	DHCR24	gdTcells2	-1
F12	0.010	0.047	0.010	0.047	1.40E-03	3.71E-02	F12	gdTcells2	-1
RPL39L	0.119	0.039	0.119	0.035	1.45E-03	3.83E-02	RPL39L	gdTcells2	1
CCP110	0.010	0.047	0.010	0.047	1.47E-03	3.84E-02	CCP110	gdTcells2	-1
SERPINF2	0.018	0.071	0.018	0.065	1.47E-03	3.84E-02	SERPINF2	gdTcells2	-1
KPNA2	0.388	0.266	0.327	0.194	1.47E-03	3.84E-02	KPNA2	gdTcells2	1
DDX3X1	0.236	0.123	0.235	0.124	1.49E-03	3.88E-02	DDX3X	gdTcells2	1
PDLIM1	0.270	0.156	0.268	0.153	1.49E-03	3.88E-02	PDLIM1	gdTcells2	1
TMEM59	0.238	0.130	0.238	0.124	1.51E-03	3.91E-02	TMEM59	gdTcells2	1
CALD1	0.019	0.071	0.018	0.065	1.51E-03	3.91E-02	CALD1	gdTcells2	-1
RPL34	4.530	5.227	0.998	0.982	1.52E-03	3.93E-02	RPL34	gdTcells2	-1
POLK	0.018	0.065	0.018	0.065	1.52E-03	3.93E-02	POLK	gdTcells2	-1
PIM1	0.256	0.133	0.246	0.129	1.55E-03	3.99E-02	PIM1	gdTcells2	1
GRIPAP1	0.022	0.071	0.022	0.071	1.55E-03	4.00E-02	GRIPAP1	gdTcells2	-1
ZNF901	0.115	0.215	0.116	0.206	1.57E-03	4.02E-02	ZNF90	gdTcells2	-1
H2AFY	0.417	0.308	0.412	0.282	1.57E-03	4.03E-02	H2AFY	gdTcells2	1
A2M	0.003	0.033	0.003	0.029	1.58E-03	4.05E-02	A2M	gdTcells2	-1
ADH41	0.079	0.012	0.079	0.012	1.60E-03	4.08E-02	ADH4	gdTcells2	1
MARCO	0.003	0.030	0.003	0.029	1.62E-03	4.12E-02	MARCO	gdTcells2	-1
ZNF780B	0.003	0.029	0.003	0.029	1.62E-03	4.12E-02	ZNF780B	gdTcells2	-1
C1QB1	0.039	0.100	0.039	0.100	1.66E-03	4.19E-02	C1QB	gdTcells2	-1
CD99	0.782	0.638	0.677	0.524	1.65E-03	4.19E-02	CD99	gdTcells2	1
ITGA11	0.003	0.029	0.003	0.029	1.66E-03	4.20E-02	ITGA1	gdTcells2	-1
GNLY1	2.579	2.066	0.370	0.224	1.68E-03	4.24E-02	GNLY	gdTcells2	1
APH1A	0.193	0.103	0.193	0.088	1.70E-03	4.28E-02	APH1A	gdTcells2	1
SLC44A1	0.062	0.146	0.062	0.135	1.71E-03	4.28E-02	SLC44A1	gdTcells2	-1
SMC4	0.601	0.445	0.539	0.359	1.72E-03	4.29E-02	SMC4	gdTcells2	1
HEXIM11	0.102	0.023	0.097	0.024	1.73E-03	4.33E-02	HEXIM1	gdTcells2	1
PRSS36	0.002	0.024	0.002	0.024	1.79E-03	4.44E-02	PRSS36	gdTcells2	-1
ZNF347	0.002	0.026	0.002	0.024	1.79E-03	4.44E-02	ZNF347	gdTcells2	-1
TMEM238	0.002	0.024	0.002	0.024	1.79E-03	4.44E-02	TMEM238	gdTcells2	-1
HIST1H2BO	0.002	0.023	0.002	0.024	1.81E-03	4.46E-02	HIST1H2BO	gdTcells2	-1
C10orf35	0.002	0.024	0.002	0.024	1.81E-03	4.46E-02	C10orf35	gdTcells2	-1
RNF126	0.156	0.064	0.154	0.065	1.81E-03	4.47E-02	RNF126	gdTcells2	1
RP11-803D5.4	0.002	0.023	0.002	0.024	1.82E-03	4.48E-02	RP11-803D5.4	gdTcells2	-1
RAPGEF2	0.002	0.023	0.002	0.024	1.82E-03	4.48E-02	RAPGEF2	gdTcells2	-1
CYP2E1	0.146	0.062	0.144	0.053	1.84E-03	4.49E-02	CYP2E1	gdTcells2	1
RPS51	2.676	2.416	0.985	0.935	1.84E-03	4.49E-02	RPS5	gdTcells2	1
GIMAP71	0.360	0.582	0.350	0.459	1.87E-03	4.56E-02	GIMAP7	gdTcells2	-1
XRRA1	0.013	0.059	0.013	0.053	1.91E-03	4.64E-02	XRRA1	gdTcells2	-1
ATP1B31	0.258	0.141	0.250	0.141	1.92E-03	4.67E-02	ATP1B3	gdTcells2	1
COPS3	0.156	0.066	0.156	0.065	1.94E-03	4.70E-02	COPS3	gdTcells2	1
DNAJB91	0.087	0.018	0.087	0.018	1.96E-03	4.74E-02	DNAJB9	gdTcells2	1
GPR65	0.167	0.070	0.162	0.071	1.98E-03	4.77E-02	GPR65	gdTcells2	1
NAA25	0.013	0.053	0.013	0.053	2.02E-03	4.87E-02	NAA25	gdTcells2	-1
ILF2	0.258	0.147	0.255	0.141	2.04E-03	4.91E-02	ILF2	gdTcells2	1
APEX1	0.125	0.041	0.126	0.041	2.07E-03	4.98E-02	APEX1	gdTcells2	1
NHLRC2	0.013	0.053	0.013	0.053	2.09E-03	4.99E-02	NHLRC2	gdTcells2	-1
PRKCSH	0.131	0.047	0.131	0.047	2.09E-03	4.99E-02	PRKCSH	gdTcells2	1
MT-ND53	0.108	4.934	0.104	0.975	5.90E-106	6.74E-102	MT-ND5	Hepatocyte	-1
MT-ND4L3	0.065	3.427	0.065	0.910	4.82E-104	2.75E-100	MT-ND4L	Hepatocyte	-1
MT-ND33	0.270	19.804	0.206	1.000	2.60E-92	9.89E-89	MT-ND3	Hepatocyte	-1
MT-ND13	0.382	14.659	0.310	0.992	4.11E-80	1.17E-76	MT-ND1	Hepatocyte	-1
MT-ND23	0.476	18.550	0.363	1.000	5.07E-78	1.16E-74	MT-ND2	Hepatocyte	-1
MT-CYB3	0.506	19.044	0.416	1.000	2.41E-75	4.59E-72	MT-CYB	Hepatocyte	-1
MT-ATP63	0.629	24.616	0.460	1.000	2.09E-73	3.42E-70	MT-ATP6	Hepatocyte	-1
MT-CO13	0.901	58.113	0.570	1.000	2.07E-70	2.96E-67	MT-CO1	Hepatocyte	-1
MT-ND43	0.947	31.763	0.647	1.000	7.64E-69	9.69E-66	MT-ND4	Hepatocyte	-1
MT-CO33	1.205	41.987	0.765	1.000	7.54E-68	8.61E-65	MT-CO3	Hepatocyte	-1
MT-CO23	1.280	49.255	0.788	1.000	1.08E-67	1.12E-64	MT-CO2	Hepatocyte	-1
HBB3	2.343	0.154	0.958	0.107	1.86E-55	1.77E-52	HBB	Hepatocyte	1
HBA23	1.543	0.072	0.884	0.057	7.14E-49	6.28E-46	HBA2	Hepatocyte	1
MT-ND63	0.037	0.975	0.037	0.492	1.50E-47	1.22E-44	MT-ND6	Hepatocyte	-1
FGL12	10.041	4.043	0.995	0.844	6.57E-36	5.00E-33	FGL1	Hepatocyte	1
MALAT1	2.107	6.030	0.656	0.918	1.75E-33	1.25E-30	MALAT1	Hepatocyte	-1
GC	4.840	1.285	0.917	0.475	7.78E-32	5.22E-29	GC	Hepatocyte	1
TMEM176B	1.955	0.627	0.912	0.402	1.83E-30	1.16E-27	TMEM176B	Hepatocyte	1
ADH42	2.427	0.596	0.889	0.328	2.31E-30	1.39E-27	ADH4	Hepatocyte	1
MT-ATP83	0.014	0.533	0.014	0.287	3.93E-30	2.24E-27	MT-ATP8	Hepatocyte	-1
ALDH1A1	1.597	0.322	0.840	0.246	1.05E-29	5.73E-27	ALDH1A1	Hepatocyte	1
IGKC3	1.797	0.622	0.818	0.156	8.47E-29	4.40E-26	IGKC	Hepatocyte	1
LDHA2	1.975	0.606	0.915	0.369	7.15E-28	3.55E-25	LDHA	Hepatocyte	1
ADH1B1	2.131	0.639	0.896	0.311	3.40E-27	1.62E-24	ADH1B	Hepatocyte	1
HP2	52.437	21.712	1.000	0.975	4.14E-27	1.89E-24	HP	Hepatocyte	1
EEF1A13	4.828	2.271	0.996	0.738	5.57E-27	2.45E-24	EEF1A1	Hepatocyte	1
CYP2E11	6.008	2.141	0.938	0.541	2.71E-26	1.15E-23	CYP2E1	Hepatocyte	1
CFHR1	1.775	0.607	0.896	0.320	7.81E-25	3.18E-22	CFHR1	Hepatocyte	1
HBA13	0.681	0.026	0.557	0.016	2.13E-24	8.37E-22	HBA1	Hepatocyte	1
ALDH2	1.596	0.553	0.880	0.320	3.98E-24	1.52E-21	ALDH2	Hepatocyte	1
LBP	1.775	0.516	0.827	0.344	1.76E-23	6.47E-21	LBP	Hepatocyte	1
FGG3	20.700	9.315	0.996	0.861	2.32E-23	8.27E-21	FGG	Hepatocyte	1
ACTB2	5.052	3.002	0.998	0.795	1.67E-22	5.78E-20	ACTB	Hepatocyte	1
HSD17B6	1.172	0.319	0.767	0.230	1.74E-22	5.85E-20	HSD17B6	Hepatocyte	1
ACTG13	1.206	0.336	0.774	0.238	6.88E-22	2.24E-19	ACTG1	Hepatocyte	1
AKR1C2	1.610	0.522	0.847	0.303	1.20E-21	3.82E-19	AKR1C2	Hepatocyte	1
AMBP3	7.233	3.976	0.989	0.828	1.45E-21	4.46E-19	AMBP	Hepatocyte	1
ACAT1	1.404	0.489	0.848	0.295	6.42E-21	1.93E-18	ACAT1	Hepatocyte	1
APOH2	5.673	2.702	0.981	0.721	4.76E-20	1.39E-17	APOH	Hepatocyte	1
GAPDH3	4.818	2.654	0.998	0.770	9.61E-20	2.74E-17	GAPDH	Hepatocyte	1
CYB5A1	4.188	2.318	0.989	0.746	1.03E-19	2.87E-17	CYB5A	Hepatocyte	1
HSPA83	0.875	0.220	0.679	0.156	1.71E-19	4.65E-17	HSPA8	Hepatocyte	1
KRT8	1.701	0.671	0.891	0.434	2.18E-19	5.78E-17	KRT8	Hepatocyte	1
KNG1	1.466	0.471	0.790	0.320	2.42E-19	6.28E-17	KNG1	Hepatocyte	1
APCS	2.994	1.323	0.931	0.549	2.68E-19	6.79E-17	APCS	Hepatocyte	1
TXN	1.813	0.780	0.901	0.410	6.30E-19	1.56E-16	TXN	Hepatocyte	1
AKR1C1	2.676	1.142	0.937	0.525	1.98E-18	4.80E-16	AKR1C1	Hepatocyte	1
AKR1C3	1.144	0.345	0.741	0.221	2.14E-18	5.08E-16	AKR1C3	Hepatocyte	1
CAT	0.580	0.066	0.511	0.049	3.14E-18	7.32E-16	CAT	Hepatocyte	1
FGB	9.868	4.648	0.996	0.844	4.30E-18	9.82E-16	FGB	Hepatocyte	1
KRT18	2.249	1.042	0.912	0.459	9.58E-18	2.14E-15	KRT18	Hepatocyte	1
PTGR1	1.758	0.743	0.898	0.426	1.87E-17	4.12E-15	PTGR1	Hepatocyte	1
ARG1	0.725	0.152	0.582	0.115	4.58E-17	9.87E-15	ARG1	Hepatocyte	1
AC090498.12	0.171	0.931	0.166	0.459	2.34E-16	4.94E-14	AC090498.1	Hepatocyte	-1
SCP21	1.204	0.460	0.801	0.328	2.92E-16	5.96E-14	SCP2	Hepatocyte	1
C4BPA	1.086	0.365	0.718	0.246	2.89E-16	5.96E-14	C4BPA	Hepatocyte	1
ENO13	0.919	0.275	0.679	0.205	3.40E-16	6.80E-14	ENO1	Hepatocyte	1
ACAA2	1.079	0.408	0.765	0.270	3.50E-16	6.89E-14	ACAA2	Hepatocyte	1
SERPINA12	31.248	19.741	1.000	0.984	3.97E-16	7.69E-14	SERPINA1	Hepatocyte	1
GATM	1.067	0.395	0.744	0.262	5.81E-16	1.11E-13	GATM	Hepatocyte	1
CALR2	1.497	0.611	0.804	0.361	9.74E-16	1.82E-13	CALR	Hepatocyte	1
C9	1.357	0.451	0.721	0.311	1.01E-15	1.87E-13	C9	Hepatocyte	1
ETFA	0.825	0.298	0.686	0.189	2.81E-15	5.09E-13	ETFA	Hepatocyte	1
RPL411	4.750	7.755	0.995	0.992	4.82E-15	8.59E-13	RPL41	Hepatocyte	-1
