"mean_flush" "mean_caudate" "detect_flush" "detect_caudate" "pval" "qval" "Gene" "Ctype" "dir"
"SRSF31" 1.02751068688686 0.766338312937034 0.822445561139028 0.570588235294118 3.88537293776947e-07 2.74698193270923e-05 "SRSF3" "gdTcells2" 1
"PIM1" 0.256090368372354 0.133081156300653 0.246231155778894 0.129411764705882 0.00154655667260868 0.0398694205971412 "PIM1" "gdTcells2" 1
"CCND32" 0.52807606741842 0.320977238236265 0.477386934673367 0.288235294117647 4.90539960798279e-06 0.000283912025350259 "CCND3" "gdTcells2" 1
"SLC22A7" 0 0.0306233189230556 0 0.0294117647058824 2.67065200168056e-05 0.00130839784995197 "SLC22A7" "gdTcells2" -1
"HSP90AB12" 0.731084530374902 0.498480938479462 0.592964824120603 0.394117647058824 8.89650421604564e-06 0.000495476534334202 "HSP90AB1" "gdTcells2" 1
"DST1" 0.00334121088223765 0.0438723330285139 0.0033500837520938 0.0411764705882353 5.27368803986024e-05 0.00236754504511901 "DST" "gdTcells2" -1
"EEF1A12" 10.2884797060144 5.34859685686028 1 0.982352941176471 5.43981768667295e-62 4.94060980204212e-59 "EEF1A1" "gdTcells2" 1
"PNRC12" 0.358722038916782 0.141244232293805 0.345058626465662 0.135294117647059 2.48044943882502e-07 1.84850653648833e-05 "PNRC1" "gdTcells2" 1
"TNFAIP31" 0.103886060774263 0.0175305765870705 0.103852596314908 0.0176470588235294 0.00034950727504656 0.0118241615944835 "TNFAIP3" "gdTcells2" 1
"ABRACL" 0.462691256213008 0.3211559294265 0.447236180904523 0.282352941176471 0.000355537954105389 0.0119938189260638 "ABRACL" "gdTcells2" 1
"TAGAP1" 0.136031906844244 0.0352694135004695 0.132328308207705 0.0352941176470588 0.000338609800415888 0.011496339896356 "TAGAP" "gdTcells2" 1
"TCP1" 0.238086332846082 0.0941491845210659 0.23785594639866 0.0941176470588235 4.18130621201951e-05 0.00194364891516986 "TCP1" "gdTcells2" 1
"MPC11" 0.195927683283161 0.0703825503498145 0.194304857621441 0.0705882352941176 0.000105321458528088 0.00431632897339478 "MPC1" "gdTcells2" 1
"ACTB1" 23.8219803316932 18.1344514974931 1 1 2.65351183666669e-14 4.67612153067516e-12 "ACTB" "gdTcells2" 1
"KDELR2" 0.319037888093229 0.176827566461916 0.313232830820771 0.170588235294118 0.000338843591423045 0.011496339896356 "KDELR2" "gdTcells2" 1
"CYCS2" 0.431478791919829 0.262651464055279 0.422110552763819 0.247058823529412 4.75285957012552e-05 0.00216327325995754 "CYCS" "gdTcells2" 1
"SEPT7" 0.636959237022424 0.395967212213721 0.587939698492462 0.352941176470588 8.15621990417516e-07 5.50288505191978e-05 "SEPT7" "gdTcells2" 1
"PSMA2" 0.455811286333521 0.258848316789792 0.445561139028476 0.235294117647059 2.73993615691119e-06 0.000162564955802263 "PSMA2" "gdTcells2" 1
"MLXIPL1" 0.00834221090018368 0.0721106290628265 0.00837520938023451 0.0588235294117647 2.74602717219129e-05 0.00133425279103138 "MLXIPL" "gdTcells2" -1
"EIF4H1" 0.34553973378424 0.155695565296116 0.341708542713568 0.147058823529412 1.62439886724608e-06 0.000102017433114758 "EIF4H" "gdTcells2" 1
"GTF2IRD2B" 0.00668993342062795 0.0409010942059584 0.0067001675041876 0.0411764705882353 0.000879023432071067 0.0260769589509123 "GTF2IRD2B" "gdTcells2" -1
"ARPC1B" 1.11120262047638 0.835872557259249 0.847571189279732 0.658823529411765 1.39017861236804e-06 8.96931086132755e-05 "ARPC1B" "gdTcells2" 1
"MCM7" 0.365142428540327 0.210760997611623 0.358458961474037 0.194117647058824 6.7462071460722e-05 0.00292839955050274 "MCM7" "gdTcells2" 1
"DNAJB91" 0.087022283736307 0.0176374510310636 0.0871021775544389 0.0176470588235294 0.00195749522537116 0.047360955176142 "DNAJB9" "gdTcells2" 1
"IFRD11" 0.134158174952555 0.0415765815131512 0.132328308207705 0.0411764705882353 0.00113608732769933 0.0320903901391053 "IFRD1" "gdTcells2" 1
"TES" 0.0958287937711706 0.229936580949951 0.0954773869346734 0.217647058823529 2.32364624452587e-05 0.00117748030940416 "TES" "gdTcells2" -1
"CALD1" 0.018619409741739 0.0713870493915923 0.0184254606365159 0.0647058823529412 0.00150684782773886 0.0391074757686217 "CALD1" "gdTcells2" -1
"AC090498.11" 0.30510927539882 1.08184437171087 0.298157453936348 0.694117647058824 7.90722681151798e-27 3.45780099865159e-24 "AC090498.1" "gdTcells2" -1
"GSTK1" 0.266801019168001 0.135235533761599 0.26465661641541 0.129411764705882 0.000441641167970764 0.0144846035284189 "GSTK1" "gdTcells2" 1
"GIMAP71" 0.360389182960208 0.582298668307859 0.350083752093802 0.458823529411765 0.00187105706036161 0.0456437411398544 "GIMAP7" "gdTcells2" -1
"RHEB" 0.415654794944887 0.278870823552914 0.403685092127303 0.258823529411765 0.000586868916118545 0.0186267776683109 "RHEB" "gdTcells2" 1
"DNAJB61" 0.269788759968929 0.112078075365415 0.269681742043551 0.111764705882353 3.38467218602836e-05 0.00161140421372729 "DNAJB6" "gdTcells2" 1
"SLC25A62" 0.971313809934429 0.577851829209486 0.792294807370184 0.488235294117647 3.08221116539716e-10 3.71343543161677e-08 "SLC25A6" "gdTcells2" 1
"CD99" 0.781573858294993 0.637777979259237 0.676716917922948 0.523529411764706 0.00165464542576727 0.0418607776430356 "CD99" "gdTcells2" 1
"POLA1" 0.0117275701395442 0.0649019888447816 0.0117252931323283 0.0588235294117647 0.000217827708983805 0.00819211087936079 "POLA1" "gdTcells2" -1
"DDX3X1" 0.236401519934834 0.123456106910692 0.234505862646566 0.123529411764706 0.00148694018252631 0.038755635176795 "DDX3X" "gdTcells2" 1
"RBM31" 1.0296654336611 0.730363108151779 0.804020100502513 0.576470588235294 2.24301017118564e-06 0.000135604470008497 "RBM3" "gdTcells2" 1
"GRIPAP1" 0.0217825558605699 0.0707745926823588 0.0217755443886097 0.0705882352941176 0.0015533707879178 0.0399578407253715 "GRIPAP1" "gdTcells2" -1
"RPS4X2" 5.68401111110211 4.47906519969394 0.996649916247906 0.982352941176471 8.41784129427117e-13 1.22703027359827e-10 "RPS4X" "gdTcells2" 1
"JPX" 0.0588776748792839 0.14791493218136 0.0586264656616415 0.135294117647059 0.00105072553755829 0.0299659816955333 "JPX" "gdTcells2" -1
"RPL36A2" 1.89021548609943 2.91432430710481 0.939698492462312 0.941176470588235 1.25319110203008e-16 2.52659228600053e-14 "RPL36A" "gdTcells2" -1
"TSC22D32" 0.12539290570941 0.0419701814223241 0.125628140703518 0.0352941176470588 0.000928970762899718 0.0272312001709734 "TSC22D3" "gdTcells2" 1
"SLC25A51" 1.37974030365872 1.04780417302701 0.897822445561139 0.711764705882353 1.64691848198075e-08 1.54326718386879e-06 "SLC25A5" "gdTcells2" 1
"SH2D1A1" 0.528440783786263 0.397809488350698 0.490787269681742 0.347058823529412 0.00100048499890186 0.0288115277610592 "SH2D1A" "gdTcells2" 1
"RBMX" 0.502541504818679 0.763224099018732 0.472361809045226 0.570588235294118 0.000796409525179479 0.0241727693156661 "RBMX" "gdTcells2" -1
"LONRF1" 0.00162730752206629 0.029397840157777 0.0016750418760469 0.0294117647058824 0.000289732020926654 0.010207513957374 "LONRF1" "gdTcells2" -1
"FGL11" 0.431167034822523 0.137196994577621 0.395309882747069 0.111764705882353 1.5523087222844e-11 2.05933809932719e-09 "FGL1" "gdTcells2" 1
"SLC39A141" 0.0100196815917771 0.0721682222352325 0.0100502512562814 0.0588235294117647 8.4411926593568e-05 0.00355947006175092 "SLC39A14" "gdTcells2" -1
"SARAF2" 0.367420742749225 0.171511455872994 0.361809045226131 0.158823529411765 2.28972835426422e-06 0.000137232602430445 "SARAF" "gdTcells2" 1
"WHSC1L1" 0.115563378483011 0.0292449936193568 0.113902847571189 0.0294117647058824 0.000862260947197238 0.0258393781816187 "WHSC1L1" "gdTcells2" 1
"RPS201" 4.65954578997865 4.13290112381122 0.998324958123953 0.994117647058824 0.00010796047712469 0.00439548052900419 "RPS20" "gdTcells2" 1
"GGH" 0.145773879368682 0.0407891593136273 0.14572864321608 0.0411764705882353 0.000176750290169352 0.00688742797369485 "GGH" "gdTcells2" 1
"RPL72" 3.31288662817025 2.04457498659896 0.993299832495812 0.888235294117647 2.95943880769722e-28 1.45592058343671e-25 "RPL7" "gdTcells2" 1
"UQCRB1" 0.87170206444517 0.604953895359874 0.752093802345059 0.482352941176471 6.11828337146139e-08 5.15989798334605e-06 "UQCRB" "gdTcells2" 1
"RPL302" 3.84709097410728 2.93908739683249 0.998324958123953 0.976470588235294 1.24046985757533e-13 2.06598549273036e-11 "RPL30" "gdTcells2" 1
"PABPC11" 1.43399114054976 1.00293559938101 0.92964824120603 0.747058823529412 1.21563049483949e-11 1.64976428190457e-09 "PABPC1" "gdTcells2" 1
"EIF3E1" 0.40049530968632 0.260055285120909 0.391959798994975 0.241176470588235 0.000205939080782258 0.00781840105079137 "EIF3E" "gdTcells2" 1
"EIF3H1" 0.387513028893503 0.243246983014386 0.3785594639866 0.211764705882353 0.000127847519500193 0.00516950569431089 "EIF3H" "gdTcells2" 1
"GPAA1" 0.23133292188098 0.112696765761189 0.231155778894472 0.105882352941176 0.00021228892844808 0.00803363903264897 "GPAA1" "gdTcells2" 1
"RPL81" 2.33378177951371 1.94073733943366 0.981574539363484 0.923529411764706 4.38825900664843e-06 0.00025649591134405 "RPL8" "gdTcells2" 1
"RPS61" 5.95318205496254 5.22010502162399 1 0.994117647058824 8.30446540351095e-06 0.000464695843693146 "RPS6" "gdTcells2" 1
"DNAJA11" 0.315334780531265 0.106063472946727 0.303182579564489 0.105882352941176 3.14149659201785e-07 2.2755613657641e-05 "DNAJA1" "gdTcells2" 1
"PTAR1" 0.0234662837491712 0.078909487193501 0.0234505862646566 0.0764705882352941 0.000999825650705764 0.0288115277610592 "PTAR1" "gdTcells2" -1
"ZFAND51" 0.160844456329401 0.0588587050632914 0.159128978224456 0.0588235294117647 0.000792044161342545 0.0241022304458027 "ZFAND5" "gdTcells2" 1
"SLC44A1" 0.06211725419205 0.145505341842673 0.0619765494137353 0.135294117647059 0.00170736160068536 0.0428000391067771 "SLC44A1" "gdTcells2" -1
"AMBP2" 0.313775733515377 0.165798602846588 0.303182579564489 0.158823529411765 0.000330203666726546 0.011267961540579 "AMBP" "gdTcells2" 1
"STOM" 0.202607962928965 0.0802303966120956 0.202680067001675 0.0764705882352941 0.000168171475994869 0.00661866872357139 "STOM" "gdTcells2" 1
"HSPA51" 0.192650146699099 0.0942594096857576 0.1892797319933 0.0823529411764706 0.00116827727456295 0.0323040978472241 "HSPA5" "gdTcells2" 1
"RP11-544A12.8" 0.011766063230834 0.059781102934843 0.0117252931323283 0.0588235294117647 0.000242111185849603 0.00893314616039456 "RP11-544A12.8" "gdTcells2" -1
"RPL7A2" 2.95695087726773 2.12656256048092 0.991624790619765 0.947058823529412 6.41763204360227e-17 1.35308895605021e-14 "RPL7A" "gdTcells2" 1
"SURF4" 0.204523811496319 0.0823994963984888 0.204355108877722 0.0823529411764706 0.000251248309344386 0.00921269810071168 "SURF4" "gdTcells2" 1
"TUBB4B1" 0.955447042134206 0.726415175855388 0.685092127303183 0.505882352941176 0.000773237652219473 0.0237132908045593 "TUBB4B" "gdTcells2" 1
"IFITM11" 0.43724485511897 0.8079510000934 0.415410385259631 0.541176470588235 3.61452285249476e-05 0.00170706685277623 "IFITM1" "gdTcells2" -1
"CTSD1" 0.361821312194492 0.20759000030732 0.35678391959799 0.2 0.000105650806581781 0.00431632897339478 "CTSD" "gdTcells2" 1
"LSP1" 0.596763935449049 0.408989158352423 0.54606365159129 0.388235294117647 0.000154624533631111 0.00612634855229037 "LSP1" "gdTcells2" 1
"RHOG" 0.445963177783476 0.29086852559682 0.440536013400335 0.258823529411765 2.43366262465667e-05 0.00122795959868894 "RHOG" "gdTcells2" 1
"HBB2" 2.07649942763319 0.0703811822665564 0.966499162479062 0.0705882352941176 1.84483601178595e-79 1.98017989010515e-76 "HBB" "gdTcells2" 1
"EIF3F1" 0.608819534572595 0.35517158827089 0.576214405360134 0.323529411764706 5.3160790898239e-08 4.51560761248567e-06 "EIF3F" "gdTcells2" 1
"TRIM66" 0.00168176895185432 0.0294136041591055 0.0016750418760469 0.0294117647058824 0.000301478444687502 0.0104385806346784 "TRIM66" "gdTcells2" -1
"RPL27A2" 5.14134808795528 4.23206734797248 0.998324958123953 0.988235294117647 2.9161961542267e-09 2.99404591243084e-07 "RPL27A" "gdTcells2" 1
"WEE1" 0.0435987710556094 0.129811534438225 0.0435510887772194 0.129411764705882 4.50897868687321e-05 0.00207149849633899 "WEE1" "gdTcells2" -1
"EIF4G2" 0.348494665277641 0.210656322538019 0.341708542713568 0.194117647058824 0.000866991469962151 0.0259153627489699 "EIF4G2" "gdTcells2" 1
"RPS131" 3.11198282747062 2.68088976304752 0.994974874371859 0.964705882352941 4.65522595708734e-05 0.00213039739826861 "RPS13" "gdTcells2" 1
"NUCB2" 0.687601297505724 0.430544278193803 0.611390284757119 0.352941176470588 6.38732811275742e-08 5.34859454094517e-06 "NUCB2" "gdTcells2" 1
"SAA22" 0.862351685310944 0.349440642367666 0.688442211055276 0.317647058823529 6.18124407570173e-17 1.32694452366928e-14 "SAA2" "gdTcells2" 1
"SAA12" 2.90006739345274 0.982365917018972 0.998324958123953 0.682352941176471 1.82844286448685e-52 1.26990734711742e-49 "SAA1" "gdTcells2" 1
"LDHA1" 1.07166341040833 0.510331989767463 0.815745393634841 0.417647058823529 5.79723552282966e-21 1.801262100475e-18 "LDHA" "gdTcells2" 1
"NAV2" 0 0.0176825234584683 0 0.0176470588235294 0.00116123158152317 0.0321846508991645 "NAV2" "gdTcells2" -1
"CYB561A3" 0.0735439457366266 0.00585114682477766 0.0737018425460637 0.00588235294117647 0.000897787348663277 0.0265004380641683 "CYB561A3" "gdTcells2" 1
"FTH11" 2.77013732113587 2.32088207204869 0.994974874371859 0.947058823529412 3.03361509856356e-07 2.22471388004596e-05 "FTH1" "gdTcells2" 1
"TMEM223" 0.0401755203608649 0.105703277577987 0.0402010050251256 0.105882352941176 0.00102649743297385 0.029345896346543 "TMEM223" "gdTcells2" -1
"VPS511" 0.15754218134482 0.052304903611404 0.157453936348409 0.0470588235294118 0.000202600534159353 0.00774143853339639 "VPS51" "gdTcells2" 1
"CFL11" 4.11151931408076 3.55581780312231 1 0.970588235294118 2.18439504658964e-07 1.66394531065057e-05 "CFL1" "gdTcells2" 1
"CTSW2" 1.1400126848591 0.796668459273525 0.802345058626466 0.541176470588235 4.7025760783907e-08 4.08210159625501e-06 "CTSW" "gdTcells2" 1
"CDK2AP2" 0.395975630598944 0.264227290330896 0.3785594639866 0.241176470588235 0.00124471493212056 0.0338625557685425 "CDK2AP2" "gdTcells2" 1
"PPFIA1" 0.0150298940035662 0.0588748675208162 0.0150753768844221 0.0588235294117647 0.00118454751936925 0.0326774592551232 "PPFIA1" "gdTcells2" -1
"XRRA1" 0.0134253933754779 0.0592227632951699 0.0134003350083752 0.0529411764705882 0.00190767947434996 0.0464411784611341 "XRRA1" "gdTcells2" -1
"RPS32" 5.5080699877283 4.35939054037066 0.998324958123953 0.994117647058824 2.73942275489961e-13 4.20056681390906e-11 "RPS3" "gdTcells2" 1
"RAB30-AS1" 0.0100836299254646 0.0526290830026723 0.0100502512562814 0.0529411764705882 0.000402561723779903 0.0133138551055163 "RAB30-AS1" "gdTcells2" -1
"APOC3" 0.672891260698828 0.422578455109131 0.606365159128978 0.358823529411765 1.83938708388613e-06 0.000113704938740542 "APOC3" "gdTcells2" 1
"H2AFX" 0.504666124263897 0.269876085860796 0.467336683417085 0.235294117647059 1.65054996166643e-07 1.2821081182497e-05 "H2AFX" "gdTcells2" 1
"HSPA82" 1.74177343524599 0.832773165025416 0.931323283082077 0.605882352941176 1.18681125249726e-25 4.67089348607839e-23 "HSPA8" "gdTcells2" 1
"VIM2" 2.9260538649244 1.40451862917807 0.936348408710218 0.747058823529412 9.05475076126871e-26 3.68653249097585e-23 "VIM" "gdTcells2" 1
"MAP3K8" 0.191065386071619 0.0765489319712912 0.185929648241206 0.0764705882352941 0.000635686789637843 0.020014810467344 "MAP3K8" "gdTcells2" 1
"CREM1" 0.234691190931844 0.0704410773165918 0.227805695142379 0.0647058823529412 2.2250526687694e-06 0.00013541854051629 "CREM" "gdTcells2" 1
"FAM21C" 0.00163365592592351 0.0322589011153104 0.0016750418760469 0.0294117647058824 0.000289732020926654 0.010207513957374 "FAM21C" "gdTcells2" -1
"SRGN2" 2.0336991529106 1.51676543376437 0.946398659966499 0.752941176470588 4.99725900028437e-08 4.27555340698244e-06 "SRGN" "gdTcells2" 1
"C10orf35" 0.00166836840243715 0.0235030004824874 0.0016750418760469 0.0235294117647059 0.00180637674514804 0.0446190172174956 "C10orf35" "gdTcells2" -1
"DDIT41" 0.397005632182154 0.144537501230518 0.373534338358459 0.141176470588235 1.04381721300459e-07 8.27137572748003e-06 "DDIT4" "gdTcells2" 1
"RPS242" 4.21057696061354 3.01485682463234 0.996649916247906 0.976470588235294 3.06092618522566e-18 7.37558274876721e-16 "RPS24" "gdTcells2" 1
"GHITM" 0.268104522251759 0.14239087658038 0.266331658291457 0.129411764705882 0.000256926609477086 0.0092768577311803 "GHITM" "gdTcells2" 1
"RBP41" 0.266540093525776 0.11739460745118 0.256281407035176 0.111764705882353 0.000144706819846066 0.00577213993892737 "RBP4" "gdTcells2" 1
"PDLIM1" 0.270111348709788 0.15629788793517 0.268006700167504 0.152941176470588 0.00148539295077142 0.038755635176795 "PDLIM1" "gdTcells2" 1
"PGAM1" 0.480869920928467 0.241661677166167 0.447236180904523 0.223529411764706 4.04730255387156e-07 2.84443459842628e-05 "PGAM1" "gdTcells2" 1
"NHLRC2" 0.0134753028333528 0.0530428876809574 0.0134003350083752 0.0529411764705882 0.00208877086610639 0.049923315012385 "NHLRC2" "gdTcells2" -1
"GLRX3" 0.137435650985977 0.0353291190147934 0.137353433835846 0.0352941176470588 0.000241781113654831 0.00893314616039456 "GLRX3" "gdTcells2" 1
"CYP2E1" 0.145950270779533 0.0619975707791736 0.144053601340034 0.0529411764705882 0.00183694847885918 0.0449185466709963 "CYP2E1" "gdTcells2" 1
"GAPDH2" 6.42123560668421 3.78361560792041 1 0.941176470588235 3.15212794344523e-36 1.86085873141289e-33 "GAPDH" "gdTcells2" 1
"PTPN6" 0.331291217617443 0.195404825800876 0.318257956448911 0.182352941176471 0.000730567025914117 0.0225806410339476 "PTPN6" "gdTcells2" 1
"A2M" 0.00332030665988141 0.0330565552896097 0.0033500837520938 0.0294117647058824 0.00158450323471259 0.0404940036628821 "A2M" "gdTcells2" -1
"CD692" 0.409058749951803 0.112057222702012 0.358458961474037 0.1 3.48216286320785e-10 4.03077420842109e-08 "CD69" "gdTcells2" 1
"KLRF1" 0.642074733585044 0.341485126411495 0.566164154103853 0.294117647058824 2.42253499608541e-08 2.23459927334222e-06 "KLRF1" "gdTcells2" 1
"APOLD1" 0.0586980258472448 0.140499061389048 0.0586264656616415 0.141176470588235 0.000564100842287992 0.0180496982246458 "APOLD1" "gdTcells2" -1
"ARHGDIB2" 1.8950760644624 1.41819674867842 0.946398659966499 0.782352941176471 8.43750286984785e-09 8.09931677921086e-07 "ARHGDIB" "gdTcells2" 1
"MGST11" 0.159192797413792 0.0533706691918302 0.155778894472362 0.0529411764705882 0.000680624695427927 0.0211477257339935 "MGST1" "gdTcells2" 1
"LDHB1" 0.630466146048726 0.329163800318322 0.574539363484087 0.3 3.98430728922193e-09 4.02074497126866e-07 "LDHB" "gdTcells2" 1
"TUBA1B2" 6.70743486276129 4.60804422888323 0.996649916247906 0.941176470588235 7.74395486070712e-12 1.06317296558569e-09 "TUBA1B" "gdTcells2" 1
"BIN2" 0.336803718401952 0.144530827069385 0.331658291457286 0.141176470588235 1.25633775374779e-06 8.19534798812164e-05 "BIN2" "gdTcells2" 1
"NR4A11" 0.115542181938008 0.00596587519389094 0.113902847571189 0.00588235294117647 1.59666711033159e-05 0.000841600382664515 "NR4A1" "gdTcells2" 1
"PFDN5" 0.907081423447748 0.737102014851831 0.772194304857621 0.564705882352941 0.000397817202105463 0.0131938980484809 "PFDN5" "gdTcells2" 1
"HNRNPA12" 3.24210426067393 1.59884948393049 1 0.841176470588235 3.67421339753557e-45 2.41007986581681e-42 "HNRNPA1" "gdTcells2" 1
"COPZ1" 0.177837377294103 0.0774262370321598 0.177554438860972 0.0764705882352941 0.00120355011931626 0.0329705713660489 "COPZ1" "gdTcells2" 1
"CD631" 1.01755197581374 0.697525908466298 0.765494137353434 0.5 1.0197071753792e-07 8.13492068898797e-06 "CD63" "gdTcells2" 1
"ATP5B1" 0.477736083003548 0.250625338612064 0.463986599664992 0.241176470588235 5.08834863719411e-07 3.51334107364625e-05 "ATP5B" "gdTcells2" 1
"PTGES3" 0.521384443807625 0.389298551187323 0.504187604690117 0.370588235294118 0.00135263204319767 0.0359696543559345 "PTGES3" "gdTcells2" 1
"NACA2" 1.75796386636883 1.16967483018778 0.959798994974874 0.764705882352941 1.25640149287002e-14 2.31786444161193e-12 "NACA" "gdTcells2" 1
"IFNG1" 0.233453850523351 0.0467744825253334 0.185929648241206 0.0411764705882353 2.96130516800611e-06 0.000174820650593241 "IFNG" "gdTcells2" 1
"LYZ1" 0.164603047695762 0.0117765466098975 0.14572864321608 0.0117647058823529 1.53312626621334e-06 9.78466044604375e-05 "LYZ" "gdTcells2" 1
